timestamp,model,fusion,scoring,gdelt,risk_level,agg_mode,missing,tranche,mae,rmse,r2,log_r2,spearman,smape,n,notes
2026-07-15T01:40:34,GATv2,concat,keepall,True,node,spec,median,1M,145281224.9,1371318680.92,0.0008,-0.6492,0.3624,120.81,49055,
2026-07-15T01:40:34,GATv2,concat,keepall,True,node,spec,median,10M,273725644.02,1945447973.35,-0.0079,-2.7839,0.2724,130.37,24335,
2026-07-15T01:40:34,GATv2,concat,keepall,True,node,spec,median,100M,792657547.63,3546267449.87,-0.0449,-9.2679,0.2123,144.67,7306,
2026-07-15T01:44:59,RF,concat,topk,True,node,spec,median,all,71875407.68,1138034113.29,0.0768,0.5699,0.7631,120.75,140371,
2026-07-15T01:44:59,RF,concat,topk,True,node,spec,median,1M,169967430.32,1754450720.93,0.071,-0.6853,0.6121,120.47,59061,
2026-07-15T01:44:59,RF,concat,topk,True,node,spec,median,10M,313107641.49,2397241915.85,0.0625,-2.4731,0.5071,125.92,31633,
2026-07-15T01:44:59,RF,concat,topk,True,node,spec,median,100M,852319916.24,4076179723.49,0.033,-7.1583,0.3611,142.86,10939,
2026-07-15T02:54:06,TabTF,concat,topk,True,node,spec,median,all,78673284.32,1185404541.61,-0.0017,0.2393,0.5545,143.95,140371,
2026-07-15T02:54:06,TabTF,concat,topk,True,node,spec,median,1M,186447892.32,1827482686.75,-0.008,-3.9922,0.3976,169.92,59061,
2026-07-15T02:54:06,TabTF,concat,topk,True,node,spec,median,10M,344038643.69,2497054508.51,-0.0171,-10.8684,0.3048,177.07,31633,
2026-07-15T02:54:06,TabTF,concat,topk,True,node,spec,median,100M,927296214.61,4245809693.93,-0.0492,-27.663,0.2065,181.2,10939,
2026-07-15T02:55:38,GCN,concat,topk,True,node,spec,median,all,361225125.25,2550134555.09,-7.6634,-0.366,0.4895,153.24,123777,
2026-07-15T02:55:38,GCN,concat,topk,True,node,spec,median,1M,580450516.93,2950137586.45,-3.6244,-0.9818,0.3106,124.73,49055,
2026-07-15T02:55:38,GCN,concat,topk,True,node,spec,median,10M,788393751.77,3212621199.44,-1.7485,-2.3218,0.2426,123.51,24335,
2026-07-15T02:55:38,GCN,concat,topk,True,node,spec,median,100M,1312045261.54,4270755587.95,-0.5154,-6.3352,0.2079,137.59,7306,
2026-07-15T02:58:24,GAT,concat,topk,True,node,spec,median,all,65102678.31,862201658.07,0.0097,0.0233,0.5312,143.83,123777,
2026-07-15T02:58:24,GAT,concat,topk,True,node,spec,median,1M,155632357.84,1369030549.5,0.0041,-0.5531,0.3781,118.75,49055,
